Question,Type,Correct Answer,Predicted Answer,Response,Error,Error Message
They decided to hold the party in their backyard. They have 12 sets of tables and each set has 14 chairs. There are also 6 chairs extra. How many chairs do they have for the guests?,Addition,174.0,174.0,"To find out how many chairs they have for the guests, we can follow these steps:

1. **Calculate the total number of chairs from the sets of tables:**
   - They have 12 sets of tables, and each set has 14 chairs.
   - Total chairs from sets = 12 sets × 14 chairs/set = 168 chairs.

2. **Add the extra chairs:**
   - They also have 6 extra chairs.
   - Total chairs = 168 chairs + 6 extra chairs = 174 chairs.

So, they have a total of **174 chairs** for the guests.174",False,
"After eating a hearty meal they went to see the Buckingham palace. There were 39 paintings in the Buckingham palace. There, Rachel learned that 661 visitors came to the Buckingham palace that day. If there were 600 visitors the previous day How many more visitors visited the Buckingham palace on that day than on the previous day?",Subtraction,61.0,61.0,"To find out how many more visitors visited Buckingham Palace on that day compared to the previous day, we can follow these steps:

1. **Identify the number of visitors on the current day**: According to the information provided, there were 661 visitors on that day.

2. **Identify the number of visitors on the previous day**: There were 600 visitors the previous day.

3. **Calculate the difference in visitors**: To find out how many more visitors there were on the current day compared to the previous day, we subtract the number of visitors from the previous day from the number of visitors on the current day.

   \[
   \text{Difference} = \text{Visitors on current day} - \text{Visitors on previous day}
   \]
   \[
   \text{Difference} = 661 - 600
   \]
   \[
   \text{Difference} = 61
   \]

So, there were **61 more visitors**61",False,
The Ferris wheel in paradise park has 3 small seats and 7 large seats. Each small seat can hold 16 people and large seat can hold 12 people. How many people can ride the Ferris wheel on large seats?,Multiplication,84.0,84.0,"To find out how many people can ride the Ferris wheel in the large seats, we need to calculate the total capacity of the large seats.

1. **Identify the number of large seats**: There are 7 large seats.
2. **Determine the capacity of each large seat**: Each large seat can hold 12 people.
3. **Calculate the total capacity of the large seats**: 

   \[
   \text{Total capacity of large seats} = \text{Number of large seats} \times \text{Capacity of each large seat}
   \]

   \[
   \text{Total capacity of large seats} = 7 \times 12 = 84
   \]

Therefore, the total number of people that can ride the Ferris wheel in the large seats is **84 people**.84",False,
Paul sold some books in a garage sale leaving him with 27 books. If he had 136 books initially How many books did he sell?,Subtraction,109.0,109.0,"To find out how many books Paul sold, we can follow these steps:

1. **Identify the initial number of books**: Paul initially had 136 books.
2. **Identify the number of books remaining after the sale**: After the garage sale, he has 27 books left.
3. **Calculate the number of books sold**: To find out how many books he sold, we subtract the number of books remaining from the initial number of books.

The calculation is as follows:

\[
\text{Books sold} = \text{Initial books} - \text{Remaining books}
\]
\[
\text{Books sold} = 136 - 27
\]
\[
\text{Books sold} = 109
\]

So, Paul sold **109 books**.109",False,
6 storks and 2 birds were sitting on the fence. 3 more birds came to join them. How many more storks than birds are sitting on the fence?,Subtraction,1.0,1.0,"Sure! Let's break it down step by step.

1. **Initial Count**:
   - Storks: 6
   - Birds: 2

2. **Additional Birds**:
   - 3 more birds came to join them.

3. **Total Count of Birds**:
   - Initial birds: 2
   - Additional birds: 3
   - Total birds = 2 + 3 = 5

4. **Count of Storks**:
   - Storks remain the same: 6

5. **Difference Between Storks and Birds**:
   - Number of storks: 6
   - Number of birds: 5
   - Difference = 6 - 5 = 1

So, there is **1 more stork than birds** sitting on the fence.1",False,
The Razorback t-shirt shop made $ 51 dollars from selling 3 t-shirt during the Arkansas and Texas tech game they. What is the cost of each t-shirt?,Common-Division,17.0,17.0,"To find the cost of each t-shirt, we can follow these steps:

1. **Total Revenue**: The total amount made from selling the t-shirts is $51.

2. **Number of T-shirts Sold**: The number of t-shirts sold is 3.

3. **Cost per T-shirt**: To find the cost of each t-shirt, we divide the total revenue by the number of t-shirts sold.

   \[
   \text{Cost per T-shirt} = \frac{\text{Total Revenue}}{\text{Number of T-shirts Sold}} = \frac{51}{3}
   \]

4. **Calculation**: 

   \[
   \frac{51}{3} = 17
   \]

So, the cost of each t-shirt is **$17**.17",False,
During summer break 61619 kids from Lawrence county stayed home and the rest went to camp. The total number of kids in Lawrence county is 91676. About how many kids in Lawrence county went to camp?,Subtraction,30057.0,30057.0,"To find out how many kids in Lawrence County went to camp, we can follow these steps:

1. **Identify the total number of kids**: The total number of kids in Lawrence County is 91,676.

2. **Identify the number of kids who stayed home**: The number of kids who stayed home is 61,619.

3. **Calculate the number of kids who went to camp**: To find this, we subtract the number of kids who stayed home from the total number of kids.

   \[
   \text{Number of kids who went to camp} = \text{Total number of kids} - \text{Number of kids who stayed home}
   \]

   \[
   \text{Number of kids who went to camp} = 91,676 - 61,619
   \]

4. **Perform the subtraction**:

   \[
   91,676 - 61,619 = 30,057
   \30057",False,
Dan has $ 4. He bought 99 candy bar for $ 3 each one costing the same amount of money. How much money is left?,Subtraction,1.0,4.0,"Let's break it down step by step:

1. **Initial Amount**: Dan starts with $4.

2. **Cost of One Candy Bar**: Each candy bar costs $3.

3. **Total Cost for 99 Candy Bars**: 
   - To find the total cost for 99 candy bars, we multiply the cost of one candy bar by the number of candy bars:
   \[
   \text{Total Cost} = 99 \times 3 = 297
   \]

4. **Comparison with Initial Amount**: 
   - Dan has $4, but the total cost of the candy bars is $297. 
   - Since $4 is much less than $297, Dan cannot afford to buy 99 candy bars.

5. **Conclusion**: 
   - Since Dan cannot buy the candy bars, he still has his initial amount of $4 left.

So, the amount of money Dan has left is **$4**.4",False,
If Lewis earns $ 1357 every week during the 223 weeks of a harvest season. How much money will he earn if he works for 73 harvest seasons?,Multiplication,22090603.0,73.0,"To find out how much money Lewis will earn if he works for 73 harvest seasons, we can break it down into steps:

1. **Calculate Lewis's earnings for one harvest season:**
   - Lewis earns $1357 every week.
   - There are 223 weeks in one harvest season.
   - Earnings for one harvest season = Weekly earnings × Number of weeks
   \[
   \text{Earnings for one harvest season} = 1357 \times 223
   \]

2. **Perform the multiplication:**
   \[
   1357 \times 223 = 303,751
   \]
   So, Lewis earns $303,751 in one harvest season.

3. **Calculate total earnings for 73 harvest seasons:**
   - Total earnings = Earnings for one harvest season × Number of harvest seasons
   \[
   \text{Total earnings} = 303,751 \times 73
   \]

4. **PerformTo find the total earnings for Lewis over 73 harvest seasons, we continue with the calculation:

1. **Calculate total earnings for 73 harvest seasons:**
   \[
   \text{Total earnings} = 303,751 \times 73
   \]

2. **Perform the multiplication:**
   \[
   303,751 \times 73 = 22,157,823
   \]

Therefore, the total amount of money Lewis will earn if he works for 73 harvest seasons is **22,157,823**.",False,
Dan has $ 4. For a total of $ 3 he bought 10 candy bar each one costing the same amount of money. How much money is left?,Subtraction,1.0,1.0,"Sure! Let's break it down step by step.

1. **Initial Amount**: Dan starts with $4.

2. **Cost of Candy Bars**: He spends $3 to buy 10 candy bars.

3. **Calculating Remaining Money**:
   - To find out how much money Dan has left after his purchase, we subtract the amount he spent from his initial amount:
   \[
   \text{Remaining Money} = \text{Initial Amount} - \text{Amount Spent}
   \]
   \[
   \text{Remaining Money} = 4 - 3 = 1
   \]

4. **Conclusion**: Dan has $1 left after buying the candy bars.

So, the final answer is that Dan has $1 left.1",False,
Last week Fred had 47 dollars and Jason had 99 dollars. Over the weekend Fred delivered newspapers earning 111 dollars and washed cars earning 34 dollars. How much money does Fred have now?,Addition,192.0,192.0,"Sure! Let's break it down step by step.

1. **Initial Amounts**:
   - Fred had 47 dollars.
   - Jason had 99 dollars (this information is not needed to calculate Fred's total).

2. **Earnings**:
   - Fred earned 111 dollars from delivering newspapers.
   - Fred earned 34 dollars from washing cars.

3. **Total Earnings**:
   - To find Fred's total earnings, we add the two amounts:
     \[
     111 + 34 = 145 \text{ dollars}
     \]

4. **Total Amount Fred Has Now**:
   - Now, we add Fred's initial amount to his total earnings:
     \[
     47 + 145 = 192 \text{ dollars}
     \]

So, Fred now has **192 dollars**.192",False,
